,Rk,Name,Age,Tm,IP,G,GR,GF,Wgr,Lgr,SVOpp,SV,BSv,SV%,SVSit,Hold,IR,IS,IS%,1stIP,aLI,LevHi,LevMd,LevLo,Ahd,Tie,Bhd,Runr,Empt,>3o,<3o,IPmult,0DR,Out/GR,Pit/GR
289,279,Ian Gibaut,25,TOT,10.1,6,6,1,0,0,0,0,0,,0,0,2,0,0%,,.518,0,1,4,1,0,5,1,5,5,0,5,1,5.2,30
290,280,Ian Gibaut,25,TBR,2.0,1,1,1,0,0,0,0,0,,0,0,0,0,,8,.000,0,0,0,1,0,0,0,1,1,0,1,0,6.0,35
291,281,Ian Gibaut,25,TEX,8.1,5,5,0,0,0,0,0,0,,0,0,2,0,0%,6,.655,0,1,4,0,0,5,1,4,4,0,4,1,5.0,29
292,282,Kyle Gibson,31,MIN,149.1,28,1,0,0,0,0,0,0,,0,0,0,0,,17,.950,1,0,0,0,1,0,0,1,0,0,0,0,3.0,11
293,283,Ken Giles,28,TOR,45.0,45,45,38,2,3,19,18,1,95%,19,0,4,2,50%,9,1.756,23,7,14,25,10,10,4,41,3,2,3,7,3.0,15
294,284,Kevin Ginkel,25,ARI,17.1,17,17,1,2,0,0,0,0,,6,5,11,2,18%,8,1.214,6,4,7,9,1,7,6,11,3,7,5,6,3.1,16
295,285,Mychal Givens,29,BAL,54.2,49,49,31,2,5,17,11,6,65%,22,5,21,2,10%,8,1.817,27,5,15,29,10,10,16,33,16,6,20,7,3.3,19
296,286,Zack Godley,29,TOT,92.0,33,24,10,3,0,2,2,0,100%,2,0,4,2,50%,,.679,2,5,17,7,3,14,4,20,16,1,16,0,6.6,34
297,287,Zack Godley,29,ARI,76.0,27,18,9,2,0,2,2,0,100%,2,0,2,0,0%,7,.656,2,1,15,6,1,11,2,16,11,1,11,0,6.2,30
298,288,Zack Godley,29,TOR,16.0,6,6,1,1,0,0,0,0,,0,0,2,2,100%,4,.791,0,4,2,1,2,3,2,4,5,0,5,0,8.0,43
299,289,Jeanmar Gomez,31,TEX,15.1,16,16,6,1,0,0,0,0,,0,0,15,6,40%,8,.474,2,4,10,3,1,12,8,8,3,6,4,3,2.9,17
300,290,Tony Gonsolin,25,LAD,32.0,7,1,1,0,0,1,1,0,100%,1,0,0,0,,6,.784,0,0,1,1,0,0,0,1,1,0,1,0,12.0,49
301,291,Chi Chi Gonzalez,27,COL,42.0,10,1,0,0,1,0,0,0,,0,0,0,0,,6,.970,0,1,0,0,1,0,0,1,0,1,0,0,0.0,13
302,292,Nick Goody,27,CLE,36.2,34,34,5,3,1,0,0,0,,9,9,16,6,38%,7,1.012,12,6,16,22,6,6,9,25,8,7,10,4,3.2,19
303,293,Alex Gordon,35,KCR,2.1,2,2,1,0,0,0,0,0,,0,0,0,0,,9,.000,0,0,0,0,0,2,0,2,1,0,1,0,3.5,31
304,294,Trevor Gott,26,SFG,52.2,50,50,6,7,0,2,1,1,50%,3,1,35,7,20%,6,.948,12,16,22,12,11,27,18,32,12,11,14,4,3.2,18
305,295,Matt Grace*,30,WSN,46.2,51,50,12,1,2,0,0,0,,4,4,34,15,44%,6,.574,8,14,27,15,7,28,21,29,9,23,12,11,2.7,14
306,296,Brusdar Graterol,20,MIN,2.0,3,3,2,0,0,0,0,0,,0,0,1,1,100%,11,1.128,1,0,2,1,1,1,1,2,0,1,0,0,2.0,12
307,297,Jon Gray,27,COL,150.0,26,1,1,0,0,0,0,0,,0,0,1,1,100%,9,1.016,1,0,0,0,1,0,1,0,0,1,0,0,1.0,12
308,298,Chad Green,28,NYY,60.2,48,35,9,3,3,2,2,0,100%,6,4,19,5,26%,8,.930,9,13,13,17,6,12,12,23,12,10,15,2,3.7,24
309,299,Shane Greene,30,TOT,56.1,58,58,37,0,3,28,23,5,82%,36,8,4,4,100%,,1.744,35,8,13,46,7,5,2,56,0,3,0,18,2.9,15
310,300,Shane Greene,30,DET,38.0,38,38,32,0,2,25,22,3,88%,25,0,0,0,,9,1.853,26,4,6,29,5,4,0,38,0,0,0,9,3.0,15
311,Rk,Name,Age,Tm,IP,G,GR,GF,Wgr,Lgr,SVOpp,SV,BSv,SV%,SVSit,Hold,IR,IS,IS%,1stIP,aLI,LevHi,LevMd,LevLo,Ahd,Tie,Bhd,Runr,Empt,>3o,<3o,IPmult,0DR,Out/GR,Pit/GR
312,301,Shane Greene,30,ATL,18.1,20,20,5,0,1,3,1,2,33%,11,8,4,4,100%,8,1.524,9,4,7,17,2,1,2,18,0,3,0,9,2.8,14
313,302,Luke Gregerson,35,STL,5.2,6,6,3,0,0,0,0,0,,0,0,1,1,100%,9,.094,0,0,5,1,0,5,1,5,1,2,1,1,2.8,17
314,303,Zac Grotz,26,SEA,11.2,8,8,4,1,0,0,0,0,,1,1,3,1,33%,8,.982,1,3,2,1,2,5,2,6,6,0,6,0,4.4,27
315,304,Robert Gsellman,25,NYM,63.2,52,52,9,2,3,5,1,4,20%,12,7,21,10,48%,8,1.089,15,15,22,21,10,21,13,39,20,11,21,9,3.7,21
316,305,Reymin Guduan*,27,HOU,5.1,7,7,3,1,0,1,0,1,0%,1,0,3,3,100%,9,.493,1,2,4,3,0,4,1,6,1,4,1,2,2.3,16
317,306,Deolis Guerra,30,MIL,0.2,1,1,0,0,0,0,0,0,,0,0,0,0,,9,.498,0,0,1,1,0,0,0,1,0,1,0,0,2.0,17
318,307,Javy Guerra,33,TOT,60.0,43,43,16,3,1,2,2,0,100%,6,4,22,11,50%,,.458,9,6,28,20,5,18,13,30,17,10,18,9,4.2,22
319,308,Javy Guerra,33,TOR,14.0,11,11,6,0,0,1,1,0,100%,2,1,5,4,80%,8,.630,2,2,7,3,2,6,3,8,4,2,4,2,3.8,19
320,309,Javy Guerra,33,WSN,46.0,32,32,10,3,1,1,1,0,100%,4,3,17,7,41%,7,.406,7,4,21,17,3,12,10,22,13,8,14,7,4.3,23
321,310,Javy Guerra,23,SDP,1.2,2,2,0,0,0,0,0,0,,0,0,0,0,,7,.071,0,0,2,0,0,2,0,2,0,1,0,0,2.5,24
322,311,Junior Guerra,34,MIL,75.1,65,65,9,8,5,10,3,7,30%,29,18,35,15,43%,7,1.392,32,17,16,35,15,15,19,46,21,13,22,16,3.5,20
323,312,Tayron Guerrero,28,MIA,42.0,47,47,9,1,1,4,0,4,0%,9,5,10,6,60%,8,.628,8,8,31,18,5,24,6,41,3,14,4,11,2.7,18
324,313,Taylor Guerrieri,26,TEX,22.0,16,16,3,0,0,0,0,0,,3,3,8,1,13%,8,.459,2,3,10,5,1,10,4,12,8,6,8,2,4.1,25
325,314,Taylor Guilbeau*,26,SEA,7.2,10,10,1,0,0,1,0,1,0%,5,4,6,2,33%,7,.885,2,4,4,6,1,3,4,6,0,4,1,1,2.3,13
326,315,Jandel Gustave,26,SFG,20.0,18,18,3,0,0,2,1,1,50%,5,3,12,5,42%,7,.945,8,2,8,6,2,10,6,12,7,7,9,4,3.3,15
327,316,Jedd Gyorko,30,STL,0.1,1,1,1,0,0,0,0,0,,0,0,1,0,0%,9,.000,0,0,0,0,0,1,1,0,0,1,0,0,1.0,4
328,317,Josh Hader*,25,MIL,66.0,52,52,38,3,5,35,29,6,83%,41,6,28,6,21%,9,1.956,37,12,3,43,8,1,15,37,21,8,23,8,3.8,20
329,318,Jesse Hahn,29,KCR,2.0,2,2,1,0,0,0,0,0,,0,0,0,0,,8,.100,0,0,1,0,0,2,0,2,0,0,0,0,3.0,13
330,319,David Hale,31,NYY,37.1,19,19,10,3,0,2,2,0,100%,3,1,10,1,10%,9,.481,3,3,13,8,2,9,6,13,13,1,14,1,5.9,30
331,320,Matt Hall*,25,DET,16.2,12,12,5,0,1,1,0,1,0%,1,0,10,4,40%,6,.787,2,4,5,1,2,9,5,7,5,3,6,1,4.2,30
332,321,J.D. Hammer,24,PHI,19.0,20,20,7,1,0,1,0,1,0%,1,0,6,3,50%,8,.709,1,5,13,5,1,14,4,16,2,6,2,4,2.9,17
333,322,Brad Hand*,29,CLE,56.1,59,59,54,6,4,39,34,5,87%,39,0,14,0,0%,9,1.942,34,12,13,49,7,3,8,51,7,10,8,18,2.9,16
334,323,Blaine Hardy*,32,DET,44.1,39,39,3,1,1,0,0,0,,7,7,16,7,44%,7,.725,9,6,23,8,5,26,10,29,13,9,16,4,3.4,18
335,324,Ryne Harper,30,MIN,50.2,58,58,5,3,2,4,1,3,25%,16,11,44,16,36%,7,.986,20,14,24,32,8,18,26,32,7,24,12,12,2.6,14
336,325,Will Harris,34,HOU,54.2,61,61,7,4,1,3,2,1,67%,27,24,22,5,23%,7,1.294,25,26,10,37,9,15,13,48,3,12,3,13,2.7,14
337,Rk,Name,Age,Tm,IP,G,GR,GF,Wgr,Lgr,SVOpp,SV,BSv,SV%,SVSit,Hold,IR,IS,IS%,1stIP,aLI,LevHi,LevMd,LevLo,Ahd,Tie,Bhd,Runr,Empt,>3o,<3o,IPmult,0DR,Out/GR,Pit/GR
338,326,Donnie Hart*,28,TOT,7.2,5,5,2,0,0,0,0,0,,0,0,0,0,,,.541,0,1,3,2,0,3,0,5,3,0,3,0,4.6,21
339,327,Donnie Hart*,28,MIL,6.2,4,4,2,0,0,0,0,0,,0,0,0,0,,9,.603,0,1,3,1,0,3,0,4,3,0,3,0,5.0,24
340,328,Donnie Hart*,28,NYM,1.0,1,1,0,0,0,0,0,0,,0,0,0,0,,8,.000,0,0,0,1,0,0,0,1,0,0,0,0,3.0,9
341,329,Geoff Hartlieb,25,PIT,29.1,25,25,10,0,1,0,0,0,,2,2,13,8,62%,8,.495,0,8,16,6,1,18,9,16,10,6,10,3,3.5,23
342,330,Hunter Harvey,24,BAL,5.1,6,6,1,1,0,1,0,1,0%,2,1,1,0,0%,8,1.379,4,0,2,3,2,1,1,5,0,1,0,0,2.7,21
343,331,Joe Harvey,27,TOT,11.0,10,10,5,1,0,0,0,0,,0,0,5,2,40%,,.337,0,1,9,2,0,8,3,7,2,2,3,0,3.3,23
344,332,Joe Harvey,27,NYY,10.0,9,9,4,1,0,0,0,0,,0,0,5,2,40%,9,.357,0,1,8,2,0,7,3,6,2,2,3,0,3.3,23
345,333,Joe Harvey,27,COL,1.0,1,1,1,0,0,0,0,0,,0,0,0,0,,8,.100,0,0,1,0,0,1,0,1,0,0,0,0,3.0,20
346,334,Jeremy Hellickson,32,WSN,39.0,9,1,1,0,0,0,0,0,,0,0,0,0,,8,.816,0,0,1,0,0,1,0,1,1,0,1,0,6.0,31
347,335,Ryan Helsley,24,STL,27.2,15,15,4,1,0,0,0,0,,0,0,8,4,50%,5,.395,1,1,13,2,0,13,5,10,12,1,12,1,5.5,30
348,336,Heath Hembree,30,BOS,37.2,43,43,14,1,0,3,2,1,67%,7,4,24,5,21%,9,.768,10,8,25,16,4,23,14,29,4,16,5,6,2.6,16
349,337,Liam Hendriks,30,OAK,76.1,66,64,32,4,2,24,19,5,79%,32,8,40,16,40%,9,1.452,37,9,17,43,7,14,22,42,21,9,22,18,3.5,18
350,338,Jimmy Herget,25,CIN,3.2,3,3,2,0,0,0,0,0,,0,0,1,1,100%,8,.049,0,0,3,0,0,3,1,2,1,1,1,1,3.7,21
351,339,Darwinzon Hernandez*,22,BOS,29.0,26,25,2,0,0,0,0,0,,3,3,4,2,50%,7,.804,1,9,15,9,1,15,2,23,5,4,6,5,3.1,22
352,340,David Hernandez,34,CIN,42.2,47,47,8,2,5,5,2,3,40%,18,12,25,9,36%,7,1.200,24,10,13,23,10,14,16,31,8,18,10,13,2.7,17
353,341,Elieser Hernandez,24,MIA,72.1,19,6,1,0,1,0,0,0,,0,0,0,0,,8,.838,1,0,5,3,1,2,0,6,2,1,2,0,3.8,26
354,342,Jonathan Hernandez,22,TEX,8.1,4,3,1,1,0,0,0,0,,0,0,2,1,50%,7,1.039,0,1,2,0,0,3,2,1,2,0,2,0,5.7,36
355,343,Kelvin Herrera,29,CHW,43.2,49,49,12,3,3,2,0,2,0%,8,6,16,10,63%,8,.978,14,6,26,17,9,23,11,38,4,15,4,10,2.7,16
356,344,David Hess,25,BAL,77.0,21,7,4,0,0,0,0,0,,0,0,5,3,60%,9,.720,0,1,5,0,0,7,3,4,3,1,3,1,4.0,26
357,345,Jordan Hicks,22,STL,28.2,29,29,21,2,2,15,14,1,93%,19,3,8,0,0%,9,1.631,12,10,6,22,4,3,5,24,7,7,8,8,3.0,16
358,346,Trevor Hildenberger,28,MIN,14.1,20,20,4,2,2,1,1,0,100%,7,6,22,7,32%,7,1.465,11,4,5,12,4,4,9,11,1,11,1,5,2.2,14
359,347,Tim Hill*,29,KCR,30.1,35,35,4,2,0,2,1,1,50%,10,7,38,14,37%,7,.905,15,6,14,11,5,19,23,12,10,21,11,9,2.6,14
360,348,Yoshihisa Hirano,35,ARI,46.0,55,55,11,4,5,6,1,5,17%,20,13,27,4,15%,7,1.617,23,19,13,34,11,10,19,36,6,24,8,9,2.5,15
361,349,Bryan Holaday,31,MIA,0.1,1,1,1,0,0,0,0,0,,0,0,3,0,0%,9,.000,0,0,0,0,0,1,1,0,0,1,0,0,1.0,5
362,350,Jonathan Holder,26,NYY,41.1,34,33,8,5,2,2,0,2,0%,6,4,13,6,46%,7,.969,8,10,15,16,7,10,8,25,11,7,13,4,3.5,20
363,Rk,Name,Age,Tm,IP,G,GR,GF,Wgr,Lgr,SVOpp,SV,BSv,SV%,SVSit,Hold,IR,IS,IS%,1stIP,aLI,LevHi,LevMd,LevLo,Ahd,Tie,Bhd,Runr,Empt,>3o,<3o,IPmult,0DR,Out/GR,Pit/GR
364,351,Derek Holland*,32,TOT,80.1,46,39,17,1,0,1,0,1,0%,3,2,21,8,38%,,.563,7,5,24,11,6,22,13,26,10,9,12,6,3.5,20
365,352,Derek Holland*,32,SFG,68.2,31,24,10,1,0,0,0,0,,0,0,12,3,25%,6,.558,3,3,16,4,3,17,8,16,9,3,11,4,4.3,25
366,353,Derek Holland*,32,CHC,11.2,15,15,7,0,0,1,0,1,0%,3,2,9,5,56%,9,.598,4,2,8,7,3,5,5,10,1,6,1,2,2.3,12
367,354,Greg Holland,33,ARI,35.2,40,40,27,1,2,22,17,5,77%,23,0,5,2,40%,9,1.880,22,9,9,27,7,6,3,37,0,7,0,8,2.7,15
368,355,Clay Holmes,26,PIT,42.1,28,28,9,1,1,1,0,1,0%,2,1,14,5,36%,8,.523,2,6,19,9,2,17,7,21,14,5,15,1,4.5,28
369,356,Adrian Houser,26,MIL,95.1,31,17,7,4,0,0,0,0,,1,1,7,3,43%,7,1.015,5,5,7,4,3,10,3,14,13,0,13,0,5.4,26
370,357,Sam Howard*,26,COL,12.2,12,12,3,0,0,0,0,0,,0,0,11,2,18%,6,.415,2,2,7,0,1,11,8,4,4,4,6,1,3.2,22
371,358,James Hoyt,32,CLE,2.0,2,2,1,0,0,0,0,0,,0,0,0,0,,9,.666,0,1,1,0,0,2,0,2,0,0,0,0,3.0,16
372,359,Wei-Chieh Huang,25,TEX,5.2,4,4,1,0,0,0,0,0,,0,0,3,1,33%,8,.183,0,0,4,0,0,4,2,2,2,0,2,0,4.3,29
373,360,Dakota Hudson,24,STL,153.2,29,1,1,0,0,1,1,0,100%,1,0,3,1,33%,10,1.040,1,0,0,1,0,0,1,0,0,1,0,0,2.0,12
374,361,Daniel Hudson,32,TOT,63.0,61,60,19,8,3,7,3,4,43%,18,11,36,6,17%,,1.346,26,12,22,29,12,19,19,41,13,9,18,14,3.1,18
375,362,Daniel Hudson,32,TOR,48.0,45,44,11,6,3,4,2,2,50%,12,8,22,1,5%,8,1.342,18,10,16,20,9,15,12,32,11,4,16,8,3.2,19
376,363,Daniel Hudson,32,WSN,15.0,16,16,8,2,0,3,1,2,33%,6,3,14,5,36%,9,1.359,8,2,6,9,3,4,7,9,2,5,2,6,2.8,14
377,364,Jared Hughes,33,TOT,59.0,61,61,12,4,5,3,1,2,33%,8,5,36,13,36%,,.884,16,19,24,16,12,33,21,40,16,27,17,16,2.9,16
378,365,Jared Hughes,33,CIN,48.1,47,47,12,3,4,3,1,2,33%,7,4,22,9,41%,6,.870,13,12,20,14,9,24,13,34,13,19,14,10,3.1,17
379,366,Jared Hughes,33,PHI,10.2,14,14,0,1,1,0,0,0,,1,1,14,4,29%,8,.948,3,7,4,2,3,9,8,6,3,8,3,6,2.3,13
380,367,Danny Hultzen*,29,CHC,1.0,1,1,0,0,0,0,0,0,,0,0,0,0,,7,.100,0,0,1,0,0,1,0,1,0,0,0,0,3.0,21
381,368,Tommy Hunter,32,PHI,5.1,5,5,1,0,0,0,0,0,,1,1,0,0,,8,.735,1,1,3,3,1,1,0,5,1,0,1,0,3.2,14
382,369,Raisel Iglesias,29,CIN,60.1,61,61,49,3,11,34,29,5,85%,37,3,16,4,25%,9,1.848,40,14,7,41,16,4,12,49,11,12,13,18,3.0,17
383,370,Cole Irvin*,25,PHI,32.2,11,8,1,0,0,1,1,0,100%,1,0,2,1,50%,8,.797,1,3,4,2,1,5,2,6,5,2,5,1,5.6,33
384,371,Edwin Jackson,35,TOT,57.0,14,3,0,1,1,0,0,0,,0,0,0,0,,,.893,0,2,1,1,1,1,0,3,2,1,2,0,8.7,54
385,372,Edwin Jackson,35,TOR,28.1,8,3,0,1,1,0,0,0,,0,0,0,0,,2,.796,0,2,1,1,1,1,0,3,2,1,2,0,8.7,54
386,373,Jay Jackson,31,MIL,24.1,21,21,8,1,0,0,0,0,,1,1,9,0,0%,8,.448,1,2,16,7,1,13,4,17,7,6,8,6,3.5,22
387,374,Luke Jackson,27,ATL,65.2,63,64,35,8,2,25,18,7,72%,34,8,23,11,48%,9,1.954,36,8,20,47,6,11,14,50,9,11,10,16,3.1,18
388,375,Josh James,26,HOU,55.1,42,41,17,5,0,2,1,1,50%,7,5,11,3,27%,8,1.032,12,8,20,21,5,15,6,35,15,5,15,3,4.0,25
389,Rk,Name,Age,Tm,IP,G,GR,GF,Wgr,Lgr,SVOpp,SV,BSv,SV%,SVSit,Hold,IR,IS,IS%,1stIP,aLI,LevHi,LevMd,LevLo,Ahd,Tie,Bhd,Runr,Empt,>3o,<3o,IPmult,0DR,Out/GR,Pit/GR
390,376,Kenley Jansen,31,LAD,54.2,54,54,45,4,3,35,28,7,80%,35,0,15,5,33%,9,2.086,35,6,13,40,6,8,9,45,5,3,5,13,3.0,17
391,377,Jeremy Jeffress,31,MIL,52.0,48,48,12,3,4,4,1,3,25%,18,12,16,2,13%,7,1.185,18,14,16,24,7,17,11,37,13,6,15,6,3.3,18
392,378,Dan Jennings*,32,WSN,4.2,8,8,0,1,2,2,0,2,0%,2,0,5,3,60%,7,.974,2,2,4,2,1,5,4,4,0,6,0,3,1.8,17
393,379,Williams Jerez*,27,SFG,6.2,6,6,3,1,0,0,0,0,,1,1,0,0,,9,1.123,2,0,4,2,1,3,0,6,1,1,1,1,3.3,19
394,380,Jake Jewell,26,LAA,19.2,11,11,5,0,0,0,0,0,,1,1,6,2,33%,7,.241,0,2,9,3,0,8,4,7,7,1,8,2,5.4,29
395,381,Eduardo Jimenez,24,DET,10.2,8,8,2,0,0,0,0,0,,0,0,5,0,0%,7,.205,0,1,7,0,0,8,4,4,4,0,4,2,4.0,24
396,382,Joe Jimenez,24,DET,52.2,59,59,23,3,7,11,6,5,55%,27,15,2,0,0%,8,1.495,33,8,17,34,13,12,1,58,0,10,1,11,2.7,16
397,383,Brian Johnson*,28,BOS,33.2,14,7,2,1,1,1,0,1,0%,1,0,4,2,50%,8,.841,1,1,4,1,1,5,3,4,3,2,3,1,4.6,27
398,384,DJ Johnson,29,COL,17.0,20,20,6,0,1,0,0,0,,2,2,12,3,25%,7,.964,5,2,13,3,3,14,5,15,4,10,6,3,2.6,18
399,385,Nate Jones,33,CHW,10.1,13,13,5,0,1,1,1,0,100%,3,2,11,3,27%,7,.719,3,2,8,4,1,8,5,8,1,6,1,1,2.4,16
400,386,Caleb Joseph,33,ARI,1.1,2,2,2,0,0,0,0,0,,0,0,0,0,,9,.000,0,0,0,0,0,2,0,2,0,1,0,0,2.0,5
401,387,Ariel Jurado,23,TEX,116.2,29,12,3,2,1,0,0,0,,1,1,8,3,38%,8,.900,4,4,4,2,4,6,6,6,8,1,8,2,6.3,31
402,388,Tommy Kahnle,29,NYY,55.1,65,65,5,3,1,4,0,4,0%,29,25,29,7,24%,7,1.041,21,20,24,46,5,14,21,44,2,22,3,17,2.6,14
403,389,Nate Karns,31,BAL,5.1,4,2,1,0,0,0,0,0,,0,0,0,0,,9,.937,0,0,2,1,0,1,0,2,0,1,1,0,2.0,13
404,390,Keone Kela,26,PIT,23.2,26,26,6,2,0,4,0,4,0%,8,4,5,1,20%,8,1.330,9,4,12,12,3,11,2,24,0,3,0,2,2.7,16
405,391,Kyle Keller,26,MIA,6.2,6,6,4,0,0,0,0,0,,0,0,2,0,0%,7,.330,1,0,5,0,1,5,2,4,2,2,2,0,3.3,23
406,392,Shawn Kelley,35,TEX,42.0,43,44,20,5,2,15,11,4,73%,21,6,19,2,11%,9,1.720,21,10,12,26,6,12,11,33,6,9,7,10,2.9,16
407,393,Trevor Kelley,25,BOS,3.0,4,4,1,0,0,0,0,0,,0,0,3,2,67%,5,.367,0,1,3,1,0,3,2,2,0,2,0,2,2.3,16
408,394,Joe Kelly,31,LAD,48.1,50,50,13,5,3,5,1,4,20%,13,8,14,5,36%,8,.983,12,15,22,29,6,15,11,39,8,11,8,14,2.9,17
409,395,Ian Kennedy,34,KCR,57.1,57,57,45,2,2,31,27,4,87%,32,1,5,1,20%,9,1.634,25,12,16,42,5,10,3,54,5,5,5,12,3.0,17
410,396,Craig Kimbrel,31,CHC,19.0,21,21,16,0,2,15,13,2,87%,15,0,0,0,,9,1.862,12,7,1,16,3,2,0,21,0,4,0,5,2.7,17
411,397,Nick Kingham,27,TOT,55.2,25,21,5,4,1,1,1,0,100%,1,0,9,1,11%,,.767,5,4,12,3,5,13,4,17,14,2,14,0,5.7,33
412,398,Nick Kingham,27,PIT,34.2,14,10,3,1,0,1,1,0,100%,1,0,7,1,14%,6,.778,2,1,7,2,2,6,3,7,7,1,7,0,5.7,36
413,399,Nick Kingham,27,TOR,21.0,11,11,2,3,1,0,0,0,,0,0,2,0,0%,6,.746,3,3,5,1,3,7,1,10,7,1,7,0,5.7,31
414,400,Tyler Kinley,28,MIA,44.0,43,43,11,3,1,1,0,1,0%,2,1,17,9,53%,8,.760,10,7,23,4,8,31,9,34,10,14,10,9,3.1,18
415,Rk,Name,Age,Tm,IP,G,GR,GF,Wgr,Lgr,SVOpp,SV,BSv,SV%,SVSit,Hold,IR,IS,IS%,1stIP,aLI,LevHi,LevMd,LevLo,Ahd,Tie,Bhd,Runr,Empt,>3o,<3o,IPmult,0DR,Out/GR,Pit/GR
416,401,Ian Kinsler,37,SDP,1.0,1,1,1,0,0,0,0,0,,0,0,0,0,,9,.003,0,0,0,0,0,1,0,1,0,0,0,0,3.0,27
417,402,Brandon Kintzler,34,CHC,54.0,58,58,8,3,3,2,0,2,0%,19,17,32,7,22%,8,1.231,23,13,22,31,12,15,21,37,6,19,9,10,2.8,14
418,403,Andrew Kittredge,29,TBR,41.0,29,23,8,1,0,0,0,0,,2,2,6,1,17%,9,.710,3,4,16,8,2,13,4,19,9,4,9,5,3.8,20
419,404,Branden Kline,27,BAL,34.1,27,27,7,1,4,1,0,1,0%,5,4,13,1,8%,6,.705,7,4,15,8,3,16,7,20,12,5,13,1,3.8,22
420,405,Matt Koch,28,ARI,20.2,9,9,5,0,0,0,0,0,,0,0,10,2,20%,9,.116,0,1,8,3,0,6,5,4,5,2,5,1,6.9,40
421,406,Adam Kolarek*,30,TOT,52.1,71,71,17,6,3,1,1,0,100%,21,17,41,9,22%,,1.067,21,22,27,34,12,25,28,43,8,40,12,25,2.2,11
422,407,Adam Kolarek*,30,TBR,43.1,54,54,15,4,3,1,1,0,100%,18,15,28,7,25%,8,1.130,17,18,18,29,11,14,20,34,7,26,11,19,2.4,12
423,408,Adam Kolarek*,30,LAD,9.0,17,17,2,2,0,0,0,0,,3,2,13,2,15%,8,.728,4,4,9,5,1,11,8,9,1,14,1,6,1.6,8
424,409,Joel Kuhnel,24,CIN,6.1,7,7,1,0,0,0,0,0,,0,0,3,0,0%,8,.491,1,1,4,0,1,6,2,5,2,3,3,0,2.7,19
425,410,Brady Lail,25,NYY,2.2,1,1,0,0,0,0,0,0,,1,1,1,0,0%,5,.363,1,0,0,1,0,0,1,0,1,0,1,0,8.0,46
426,411,Travis Lakins,25,BOS,18.1,12,11,4,0,1,0,0,0,,1,1,2,0,0%,8,.943,1,6,3,5,3,3,1,10,5,1,5,1,4.5,26
427,412,Eric Lauer*,24,SDP,136.2,27,1,0,0,0,0,0,0,,0,0,2,0,0%,2,1.008,1,0,0,0,0,1,1,0,1,0,1,0,4.0,14
428,413,Derek Law,28,TOR,53.1,49,45,17,0,2,5,4,1,80%,10,4,23,10,43%,8,1.010,12,8,22,13,7,25,14,31,14,9,18,10,3.3,21
429,414,Wade LeBlanc*,34,SEA,119.1,25,17,4,4,3,0,0,0,,0,0,7,4,57%,2,.747,1,12,3,3,5,9,3,14,17,0,17,0,14.6,75
430,415,Jose Leclerc,25,TEX,60.2,62,59,33,2,4,15,11,4,73%,22,7,14,4,29%,9,1.569,22,13,19,32,7,20,8,51,6,12,6,13,2.9,19
431,416,Dominic Leone,27,STL,35.2,35,35,10,1,0,2,1,1,50%,2,0,7,2,29%,8,.407,2,7,24,14,2,19,5,30,7,12,9,5,3.1,17
