,Rk,Name,Age,Tm,IP,G,GR,GF,Wgr,Lgr,SVOpp,SV,BSv,SV%,SVSit,Hold,IR,IS,IS%,1stIP,aLI,LevHi,LevMd,LevLo,Ahd,Tie,Bhd,Runr,Empt,>3o,<3o,IPmult,0DR,Out/GR,Pit/GR
432,417,Francisco Liriano*,35,PIT,64.0,63,63,7,4,3,3,0,3,0%,15,11,31,10,32%,7,1.028,23,17,20,25,13,25,15,48,13,17,16,14,3.0,17
433,418,Zack Littell,23,MIN,28.0,22,22,6,4,0,1,0,1,0%,2,1,8,4,50%,8,.859,7,6,9,4,4,14,5,17,5,3,5,5,3.8,19
434,419,Ben Lively,27,KCR,1.0,1,1,1,0,0,0,0,0,,0,0,0,0,,9,.418,0,0,1,0,0,1,0,1,0,0,0,0,3.0,27
435,420,Jonathan Loaisiga,24,NYY,23.1,9,6,3,1,0,0,0,0,,0,0,1,0,0%,6,.913,0,1,5,2,1,3,1,5,4,0,4,0,6.2,36
436,421,Walker Lockett,25,NYM,19.1,5,1,0,0,0,0,0,0,,0,0,0,0,,6,1.012,0,0,1,0,0,1,0,1,1,0,1,0,6.0,23
437,422,Jorge Lopez,26,KCR,104.0,35,21,8,1,1,2,1,1,50%,4,0,15,7,47%,7,.784,3,7,11,6,0,15,10,11,14,4,14,2,5.3,29
438,423,Yoan Lopez,26,ARI,55.1,64,64,12,2,6,4,1,3,25%,25,21,25,6,24%,8,1.201,27,20,16,37,14,13,17,47,8,24,11,15,2.6,12
439,424,Michael Lorenzen,27,CIN,74.2,67,67,15,1,4,10,6,4,60%,28,18,41,13,32%,7,1.236,27,21,18,37,9,21,25,42,27,21,30,14,3.3,18
440,425,Aaron Loup*,31,SDP,3.1,4,4,1,0,0,0,0,0,,1,1,3,1,33%,7,1.096,1,2,1,1,0,3,2,2,0,1,0,0,2.5,13
441,Rk,Name,Age,Tm,IP,G,GR,GF,Wgr,Lgr,SVOpp,SV,BSv,SV%,SVSit,Hold,IR,IS,IS%,1stIP,aLI,LevHi,LevMd,LevLo,Ahd,Tie,Bhd,Runr,Empt,>3o,<3o,IPmult,0DR,Out/GR,Pit/GR
442,426,Richard Lovelady*,23,KCR,20.0,25,25,5,0,3,1,0,1,0%,3,2,12,5,42%,7,.856,6,3,15,8,2,15,7,18,5,12,5,5,2.4,15
443,427,Josh Lucas,28,BAL,15.2,9,9,4,0,0,1,1,0,100%,1,0,3,1,33%,8,.233,0,2,7,2,0,7,2,7,6,3,6,0,5.2,30
444,428,Elvis Luciano,19,TOR,27.2,20,20,8,1,0,0,0,0,,0,0,14,2,14%,7,.220,0,2,18,2,0,18,7,13,12,3,12,2,4.2,28
445,429,Seth Lugo,29,NYM,71.0,54,54,10,5,3,10,5,5,50%,30,20,16,2,13%,8,1.542,33,11,10,36,11,7,9,45,22,6,23,5,3.9,21
446,430,Tyler Lyons*,31,TOT,7.0,6,6,4,1,1,0,0,0,,1,1,3,2,67%,,1.381,3,0,3,2,2,2,2,4,2,1,2,1,3.5,18
447,431,Tyler Lyons*,31,PIT,4.0,3,3,2,1,1,0,0,0,,1,1,3,2,67%,12,2.085,3,0,0,1,2,0,2,1,2,1,2,1,4.0,23
448,432,Tyler Lyons*,31,NYY,3.0,3,3,2,0,0,0,0,0,,0,0,0,0,,9,.100,0,0,3,1,0,2,0,3,0,0,0,0,3.0,13
449,433,Kenta Maeda,31,LAD,146.0,29,3,1,1,0,1,1,0,100%,2,1,0,0,,8,.889,1,1,1,2,1,0,0,3,2,0,2,0,9.0,40
450,434,Matt Magill,29,TOT,45.0,44,44,16,4,2,6,4,2,67%,7,1,10,2,20%,,.954,12,11,21,22,7,15,7,37,9,12,10,6,3.1,18
451,435,Matt Magill,29,MIN,28.1,28,28,8,2,0,0,0,0,,0,0,10,2,20%,7,.721,4,6,18,13,3,12,7,21,6,10,7,5,3.0,19
452,436,Matt Magill,29,SEA,16.2,16,16,8,2,2,6,4,2,67%,7,1,0,0,,8,1.383,8,5,3,9,4,3,0,16,3,2,3,1,3.1,17
453,437,Luke Maile,28,TOR,2.0,2,2,2,0,0,0,0,0,,0,0,0,0,,9,.000,0,0,0,0,0,2,0,2,0,0,0,0,3.0,17
454,438,Joe Mantiply*,28,NYY,3.0,1,1,0,1,0,0,0,0,,0,0,0,0,,2,.745,0,0,1,1,0,0,0,1,1,0,1,0,9.0,52
455,439,Dillon Maples,27,CHC,9.1,11,11,3,1,0,0,0,0,,0,0,5,0,0%,9,.717,3,0,7,3,3,5,4,7,2,5,2,1,2.5,18
456,440,Nick Margevicius*,23,SDP,56.0,15,3,1,0,0,0,0,0,,0,0,3,0,0%,10,.882,0,0,3,0,0,3,2,1,1,1,1,0,2.7,13
457,441,Parker Markel,28,TOT,15.1,13,13,5,0,1,0,0,0,,0,0,0,0,,,.196,1,0,8,2,1,10,0,13,3,2,3,0,3.5,26
458,442,Parker Markel,28,SEA,4.2,5,5,0,0,0,0,0,0,,0,0,0,0,,7,.193,0,0,4,0,0,5,0,5,0,1,0,0,2.8,25
459,443,Parker Markel,28,PIT,10.2,8,8,5,0,1,0,0,0,,0,0,0,0,,8,.198,1,0,4,2,1,5,0,8,3,1,3,0,4.0,27
460,444,Evan Marshall,29,CHW,41.0,46,46,2,4,2,4,0,4,0%,18,12,25,11,44%,7,1.205,19,19,5,22,11,13,16,30,10,15,13,6,2.7,15
461,445,Brett Martin*,24,TEX,55.0,45,43,7,2,2,1,0,1,0%,5,4,20,6,30%,7,.801,7,11,22,13,4,26,11,32,16,10,18,5,3.7,19
462,446,Chris Martin,33,TOT,51.1,53,53,18,1,3,6,4,2,67%,22,16,5,1,20%,,1.370,23,10,18,35,10,8,4,49,2,9,3,10,2.9,15
463,447,Chris Martin,33,TEX,38.0,38,38,15,0,2,5,4,1,80%,17,12,4,0,0%,8,1.488,17,7,12,25,7,6,3,35,2,5,3,9,3.0,15
464,448,Chris Martin,33,ATL,13.1,15,15,3,1,1,1,0,1,0%,5,4,1,1,100%,7,1.053,6,3,6,10,3,2,1,14,0,4,0,1,2.7,15
465,449,Russell Martin,36,LAD,4.0,4,4,4,0,0,0,0,0,,0,0,0,0,,9,.003,0,0,1,3,0,1,0,4,0,0,0,0,3.0,11
466,450,Carlos Martinez,27,STL,41.0,39,39,31,4,2,22,19,3,86%,23,1,16,4,25%,9,1.957,21,10,7,31,7,1,12,27,10,10,11,14,3.2,16
467,Rk,Name,Age,Tm,IP,G,GR,GF,Wgr,Lgr,SVOpp,SV,BSv,SV%,SVSit,Hold,IR,IS,IS%,1stIP,aLI,LevHi,LevMd,LevLo,Ahd,Tie,Bhd,Runr,Empt,>3o,<3o,IPmult,0DR,Out/GR,Pit/GR
468,451,Nick Martini*,29,OAK,1.0,1,1,1,0,0,0,0,0,,0,0,0,0,,8,.000,0,0,0,0,0,1,0,1,0,0,0,0,3.0,16
469,452,Jeff Mathis,36,TEX,2.0,2,2,2,0,0,0,0,0,,0,0,0,0,,8,.000,0,0,0,0,0,2,0,2,0,0,0,0,3.0,14
470,453,Phil Maton,26,TOT,33.2,28,28,11,0,0,0,0,0,,3,2,8,4,50%,,.428,3,4,20,10,1,17,7,21,11,8,11,4,3.6,20
471,454,Phil Maton,26,SDP,24.1,21,21,5,0,0,0,0,0,,3,2,5,1,20%,7,.496,3,3,15,8,1,12,5,16,8,7,8,4,3.5,20
472,455,Phil Maton,26,CLE,9.1,7,7,6,0,0,0,0,0,,0,0,3,3,100%,8,.222,0,1,5,2,0,5,2,5,3,1,3,0,4.0,22
473,456,Steven Matz*,28,NYM,139.1,28,2,0,0,0,0,0,0,,1,1,3,1,33%,7,1.086,1,0,1,1,0,1,2,0,0,2,1,0,1.5,8
474,457,Dustin May,21,LAD,25.2,7,3,0,0,1,1,0,1,0%,1,0,0,0,,6,1.143,0,3,0,2,0,1,0,3,1,1,1,0,3.3,28
475,458,Trevor May,29,MIN,55.1,57,57,10,5,3,3,1,2,33%,17,14,20,3,15%,7,1.312,24,16,16,28,11,18,12,45,8,13,11,11,2.9,18
476,459,Mike Mayers,27,STL,16.2,14,14,4,0,1,0,0,0,,1,1,9,2,22%,8,.527,1,3,10,4,1,9,4,10,7,3,7,1,3.6,23
477,460,Tim Mayza*,27,TOR,50.2,66,66,5,1,3,1,0,1,0%,20,17,37,12,32%,6,.952,25,13,26,29,10,27,24,42,7,33,16,19,2.3,14
478,461,Chris Mazza,29,NYM,11.2,6,6,4,0,1,0,0,0,,0,0,0,0,,8,.591,1,0,4,2,1,3,0,6,4,0,5,1,5.8,37
479,462,Kevin McCarthy,27,KCR,49.2,46,46,14,3,2,5,1,4,20%,12,6,38,15,39%,7,.992,17,8,20,17,4,25,21,25,12,11,15,8,3.2,16
480,463,Reggie McClain,26,SEA,16.0,10,8,3,0,1,1,0,1,0%,1,0,3,2,67%,7,.701,2,2,3,1,0,7,2,6,4,1,4,0,4.9,28
481,464,T.J. McFarland*,30,ARI,53.1,46,46,13,0,0,0,0,0,,8,7,29,12,41%,6,.635,7,7,31,19,3,24,19,27,16,16,19,8,3.5,19
482,465,Jake McGee*,32,COL,39.0,42,42,9,0,2,2,0,2,0%,6,4,21,12,57%,7,.673,7,12,18,9,3,30,10,32,7,11,8,8,2.8,15
483,466,Kyle McGowin,27,WSN,16.0,7,6,4,0,0,1,1,0,100%,1,0,0,0,,8,.331,0,0,4,4,0,2,0,6,4,0,4,1,6.0,36
484,467,Collin McHugh,32,HOU,74.2,35,27,8,1,1,0,0,0,,5,5,5,2,40%,9,.711,4,5,15,18,2,7,4,23,9,4,9,6,3.7,22
485,468,David McKay,24,TOT,20.0,18,18,11,0,0,0,0,0,,0,0,6,0,0%,,.378,1,1,14,0,1,17,4,14,6,4,7,3,3.3,21
486,469,David McKay,24,DET,13.0,11,11,6,0,0,0,0,0,,0,0,2,0,0%,8,.567,1,1,9,0,1,10,1,10,5,2,5,1,3.5,20
487,470,David McKay,24,SEA,7.0,7,7,5,0,0,0,0,0,,0,0,4,0,0%,8,.079,0,0,5,0,0,7,3,4,1,2,2,2,3.0,22
488,471,Alex McRae,26,PIT,20.1,7,5,1,0,2,0,0,0,,0,0,2,0,0%,11,.903,2,0,3,1,1,3,1,4,5,0,5,0,8.4,54
489,472,John Means*,26,BAL,131.0,27,4,1,2,0,0,0,0,,0,0,5,3,60%,4,.941,2,2,0,1,1,2,3,1,3,0,4,0,5.8,42
490,473,Adalberto Mejia*,26,TOT,28.0,29,29,3,0,2,1,0,1,0%,5,4,20,9,45%,,.873,10,6,13,11,5,13,13,16,7,15,8,7,2.9,20
491,474,Adalberto Mejia*,26,TOT,25.0,27,27,3,0,2,1,0,1,0%,5,4,18,8,44%,,.969,10,6,11,11,5,11,11,16,5,15,6,7,2.8,19
492,475,Adalberto Mejia*,26,MIN,15.1,13,13,2,0,2,1,0,1,0%,3,2,7,2,29%,7,.938,5,2,6,6,2,5,5,8,4,5,4,2,3.5,24
493,Rk,Name,Age,Tm,IP,G,GR,GF,Wgr,Lgr,SVOpp,SV,BSv,SV%,SVSit,Hold,IR,IS,IS%,1stIP,aLI,LevHi,LevMd,LevLo,Ahd,Tie,Bhd,Runr,Empt,>3o,<3o,IPmult,0DR,Out/GR,Pit/GR
494,476,Adalberto Mejia*,26,LAA,9.2,14,14,1,0,0,0,0,0,,2,2,11,6,55%,7,1.018,5,4,5,5,3,6,6,8,1,10,2,5,2.1,15
495,477,Adalberto Mejia*,26,STL,3.0,2,2,0,0,0,0,0,0,,0,0,2,1,50%,4,.221,0,0,2,0,0,2,2,0,2,0,2,0,4.5,34
496,478,Mark Melancon,34,TOT,61.0,60,60,29,5,2,10,10,0,100%,15,5,17,4,24%,,1.195,24,6,29,27,15,18,11,49,7,8,8,9,3.1,16
497,479,Mark Melancon,34,SFG,46.1,43,43,16,4,2,1,1,0,100%,6,5,15,4,27%,8,1.052,14,5,23,13,12,18,9,34,7,4,8,4,3.2,17
498,480,Mark Melancon,34,ATL,14.2,17,17,13,1,0,9,9,0,100%,9,0,2,0,0%,9,1.630,10,1,6,14,3,0,2,15,0,4,0,5,2.6,14
499,481,Yohander Mendez*,24,TEX,2.1,1,1,0,1,0,0,0,0,,0,0,2,0,0%,3,.808,0,1,0,1,0,0,1,0,1,0,1,0,7.0,38
500,482,Conner Menez*,24,SFG,14.0,5,2,0,0,0,0,0,0,,0,0,0,0,,7,.859,0,0,2,0,0,2,0,2,0,1,0,0,2.0,17
501,483,Daniel Mengden,26,OAK,55.2,11,2,0,0,0,0,0,0,,0,0,0,0,,2,.909,0,1,1,1,0,1,0,2,2,0,2,0,10.0,76
502,484,Keynan Middleton,25,LAA,3.2,5,5,0,0,0,0,0,0,,0,0,5,1,20%,6,1.479,2,0,3,0,2,3,3,2,0,3,0,0,2.2,13
503,485,Andrew Miller*,34,STL,46.0,63,63,10,4,5,8,5,3,63%,36,24,38,9,24%,8,1.551,31,19,12,42,12,9,24,39,5,32,11,20,2.2,13
504,486,Justin Miller,32,WSN,15.2,17,17,5,1,0,1,0,1,0%,5,4,10,6,60%,8,.852,5,5,7,5,2,10,5,12,3,8,3,4,2.8,16
505,487,Shelby Miller,28,TEX,44.0,19,11,4,0,0,1,0,1,0%,2,1,5,1,20%,8,.876,2,0,9,5,0,6,2,9,4,1,4,0,4.0,23
506,488,Alec Mills,27,CHC,21.1,5,3,2,0,0,0,0,0,,0,0,2,2,100%,7,.498,0,0,3,1,0,2,1,2,2,0,2,0,11.0,53
507,489,Hoby Milner*,28,TBR,3.2,4,4,1,0,0,0,0,0,,2,1,1,0,0%,6,.607,0,3,1,2,0,2,1,3,1,2,1,0,2.8,18
508,490,Tommy Milone*,32,SEA,97.2,20,14,0,2,6,0,0,0,,0,0,10,1,10%,2,.891,3,9,2,3,7,4,5,9,14,0,14,0,14.3,75
509,491,Juan Minaya,28,CHW,27.2,22,22,8,0,0,0,0,0,,1,0,14,6,43%,7,.338,2,3,16,5,0,17,9,13,9,5,11,5,3.8,22
510,492,A.J. Minter*,25,ATL,28.2,35,35,12,3,4,7,5,2,71%,13,5,10,5,50%,9,1.477,17,7,11,20,9,6,7,28,2,12,4,7,2.5,17
511,493,Rafael Montero,28,TEX,22.0,15,15,3,2,0,0,0,0,,6,6,5,0,0%,7,1.271,6,6,2,7,3,5,3,12,8,0,8,2,4.4,23
512,494,Mike Montgomery*,29,TOT,77.1,30,20,6,1,2,1,0,1,0%,4,3,16,7,44%,,.882,6,7,6,8,4,8,9,11,9,9,10,2,4.1,25
513,495,Mike Montgomery*,29,CHC,27.0,20,20,6,1,2,1,0,1,0%,4,3,16,7,44%,7,.770,6,7,6,8,4,8,9,11,9,9,10,2,4.1,25
514,496,Dylan Moore,26,SEA,1.0,1,1,1,0,0,0,0,0,,0,0,0,0,,9,.000,0,0,0,0,0,1,0,1,0,0,0,0,3.0,35
515,497,Kendrys Morales,36,OAK,1.0,1,1,1,0,0,0,0,0,,0,0,0,0,,9,.000,0,0,0,0,0,1,0,1,0,0,0,0,3.0,21
516,498,Brian Moran*,30,MIA,3.1,3,3,0,1,0,0,0,0,,0,0,1,0,0%,4,.624,0,0,3,0,0,3,1,2,1,1,1,0,3.3,17
517,499,Adrian Morejon*,20,SDP,8.0,5,3,1,0,0,0,0,0,,0,0,0,0,,8,.541,0,0,3,1,0,2,0,3,1,0,1,0,4.0,29
518,500,Adam Morgan*,29,PHI,29.2,40,40,0,3,3,2,0,2,0%,21,19,19,4,21%,8,1.410,21,12,6,25,11,4,13,27,4,20,5,14,2.2,12
519,Rk,Name,Age,Tm,IP,G,GR,GF,Wgr,Lgr,SVOpp,SV,BSv,SV%,SVSit,Hold,IR,IS,IS%,1stIP,aLI,LevHi,LevMd,LevLo,Ahd,Tie,Bhd,Runr,Empt,>3o,<3o,IPmult,0DR,Out/GR,Pit/GR
520,501,Mike Morin,28,TOT,43.2,44,44,12,1,2,1,1,0,100%,9,8,14,2,14%,,.942,13,9,20,18,8,18,10,34,8,15,9,5,3.0,14
521,502,Mike Morin,28,MIN,22.2,23,23,10,0,0,1,1,0,100%,2,1,11,2,18%,8,.688,4,4,13,9,3,11,7,16,4,7,4,3,3.0,13
522,503,Mike Morin,28,PHI,21.0,21,21,2,1,2,0,0,0,,7,7,3,0,0%,7,1.204,9,5,7,9,5,7,3,18,4,8,5,2,3.0,16
523,504,Reyes Moronta,26,SFG,56.2,56,56,5,3,7,5,0,5,0%,20,15,23,8,35%,6,1.458,28,16,11,27,18,11,15,41,9,12,9,10,3.0,19
524,505,Andres Munoz,20,SDP,21.1,20,20,3,1,1,1,1,0,100%,9,8,3,0,0%,8,1.221,6,8,6,11,4,5,2,18,3,2,3,4,3.2,18
525,506,John Ryan Murphy,28,ARI,3.0,2,2,2,0,0,0,0,0,,0,0,0,0,,8,.005,0,0,1,0,0,2,0,2,1,0,1,0,4.5,35
526,507,Tom Murphy,28,SEA,3.0,3,3,3,0,0,0,0,0,,0,0,0,0,,9,.000,0,0,0,0,0,3,0,3,0,0,0,0,3.0,14
527,508,Harrison Musgrave*,27,COL,10.0,10,10,4,0,0,0,0,0,,0,0,2,0,0%,9,.909,3,1,6,2,3,5,1,9,1,3,2,2,3.0,21
528,509,Joe Musgrove,26,PIT,154.1,29,1,0,0,0,0,0,0,,1,1,0,0,,7,.898,0,1,0,1,0,0,0,1,1,0,1,0,6.0,30
529,510,Jimmy Nelson,30,MIL,16.1,6,3,0,0,0,0,0,0,,0,0,0,0,,7,.813,0,0,3,1,0,2,0,3,2,1,2,0,4.3,30
530,511,Hector Neris,30,PHI,61.0,61,61,43,3,5,30,24,6,80%,32,2,18,4,22%,9,1.788,37,10,13,40,13,8,10,51,8,10,8,14,3.0,17
531,512,Pat Neshek,38,PHI,18.0,20,20,6,0,1,3,3,0,100%,9,6,0,0,,8,1.235,8,6,6,15,3,2,0,20,0,5,0,5,2.7,14
532,513,Dovydas Neverauskas,26,PIT,9.1,10,10,3,0,0,0,0,0,,1,1,4,3,75%,7,.460,0,5,4,2,1,7,2,8,1,3,1,1,2.8,21
533,514,Jake Newberry,24,KCR,28.0,24,24,5,1,0,1,0,1,0%,5,4,17,7,41%,7,.620,7,4,10,8,4,12,8,16,7,7,7,4,3.5,19
534,515,Sean Newcomb*,26,ATL,63.0,49,45,3,6,3,3,1,2,33%,20,16,18,7,39%,7,1.253,23,9,12,29,6,10,12,33,12,16,14,9,3.2,18
535,516,Juan Nicasio,32,PHI,45.2,45,45,9,2,3,2,1,1,50%,12,10,9,3,33%,7,.981,12,14,18,21,9,15,4,41,9,16,10,11,3.0,18
536,517,Hector Noesi,32,MIA,23.0,8,4,1,0,0,0,0,0,,0,0,0,0,,8,.778,0,0,4,0,0,4,0,4,1,1,1,0,3.5,21
537,518,Stephen Nogosek,24,NYM,6.2,7,7,6,0,1,0,0,0,,0,0,0,0,,9,.295,1,0,5,1,1,5,0,7,1,2,1,1,2.9,20
538,519,Daniel Norris*,26,DET,135.1,29,3,0,0,0,0,0,0,,0,0,0,0,,4,.931,0,1,2,1,0,2,0,3,3,0,3,0,8.3,48
539,520,James Norwood,25,CHC,2.0,2,2,1,0,0,0,0,0,,0,0,1,0,0%,9,.717,0,1,1,1,0,1,1,1,0,0,0,0,3.0,16
540,521,Eduardo Nunez,32,BOS,1.0,1,1,1,0,0,0,0,0,,0,0,0,0,,8,.000,0,0,0,0,0,1,0,1,0,0,0,0,3.0,14
541,522,Darren O'Day,36,ATL,0.0,1,1,0,0,0,0,0,0,,0,0,0,0,,7,.660,0,0,1,1,0,0,0,1,0,1,0,0,0.0,7
542,523,Ryan O'Rourke*,31,NYM,1.1,2,2,0,0,0,0,0,0,,0,0,1,0,0%,13,2.819,2,0,0,0,2,0,1,1,0,2,0,0,2.0,11
543,524,Scott Oberg,29,COL,56.0,49,49,18,6,1,8,5,3,63%,16,8,9,2,22%,8,1.646,24,9,16,28,13,8,7,42,12,4,12,11,3.4,18
544,525,Seunghwan Oh,36,COL,18.1,21,21,5,3,1,1,0,1,0%,4,3,2,1,50%,7,.827,7,5,9,7,5,9,1,20,0,5,0,3,2.6,18
545,Rk,Name,Age,Tm,IP,G,GR,GF,Wgr,Lgr,SVOpp,SV,BSv,SV%,SVSit,Hold,IR,IS,IS%,1stIP,aLI,LevHi,LevMd,LevLo,Ahd,Tie,Bhd,Runr,Empt,>3o,<3o,IPmult,0DR,Out/GR,Pit/GR
546,526,Tyler Olson*,29,CLE,30.2,39,39,8,1,1,1,0,1,0%,4,1,26,8,31%,8,.646,9,7,22,12,6,21,19,20,10,22,14,9,2.4,14
547,527,Josh Osich*,30,CHW,59.1,49,49,14,2,0,1,0,1,0%,1,0,40,9,23%,7,.470,7,8,30,7,6,36,23,26,20,12,24,12,3.6,19
548,528,Jose Osuna,26,PIT,2.1,2,2,1,0,0,0,0,0,,0,0,2,1,50%,9,.008,0,0,1,0,0,2,1,1,1,1,1,0,3.5,16
549,529,Roberto Osuna,24,HOU,57.0,58,58,48,4,3,38,32,6,84%,38,0,10,2,20%,9,2.029,35,11,12,45,10,3,6,52,3,6,3,18,2.9,15
550,530,Corey Oswalt,25,NYM,6.2,2,2,0,0,1,0,0,0,,0,0,3,2,67%,5,.540,1,0,1,0,0,2,1,1,2,0,2,0,10.0,70
551,531,Dan Otero,34,CLE,26.2,22,22,3,0,0,0,0,0,,1,1,6,3,50%,7,.354,2,4,16,5,2,15,6,16,10,5,11,1,3.6,17
552,532,Adam Ottavino,33,NYY,61.1,67,67,7,6,4,7,2,5,29%,34,27,37,12,32%,7,1.413,30,21,16,44,11,12,23,44,10,23,15,14,2.7,16
553,533,Chris Owings,27,KCR,1.2,1,1,1,0,0,0,0,0,,0,0,1,0,0%,8,.000,0,0,0,0,0,1,1,0,1,0,1,0,5.0,44
554,534,Emilio Pagan,28,TBR,61.2,58,58,27,3,2,27,19,8,70%,34,7,30,9,30%,9,1.624,31,14,13,40,11,7,17,41,15,13,16,22,3.2,16
555,535,Joe Palumbo*,24,TEX,10.2,4,1,0,0,0,0,0,0,,0,0,0,0,,5,.871,0,1,0,0,1,0,0,1,1,0,1,0,9.0,45
556,536,Thomas Pannone*,25,TOR,66.2,31,25,8,3,1,0,0,0,,1,1,15,5,33%,9,.834,5,8,9,5,3,17,10,15,11,6,12,4,5.2,29
557,537,Blake Parker,34,TOT,53.0,53,53,21,2,2,11,10,1,91%,22,11,14,2,14%,,1.485,22,13,18,33,8,12,11,42,10,11,12,12,3.0,17
558,538,Blake Parker,34,MIN,36.1,37,37,19,1,2,11,10,1,91%,20,9,9,1,11%,9,1.705,18,9,10,28,4,5,7,30,7,8,8,8,2.9,17
559,539,Blake Parker,34,PHI,16.2,16,16,2,1,0,0,0,0,,2,2,5,1,20%,7,.963,4,4,8,5,4,7,4,12,3,3,4,4,3.1,16
560,540,Gerardo Parra*,32,WSN,0.0,1,1,0,0,0,0,0,0,,0,0,0,0,,8,.005,0,0,0,0,0,1,0,1,0,1,0,0,0.0,25
561,541,Wes Parsons,26,TOT,27.0,23,23,4,1,2,0,0,0,,1,1,19,8,42%,,.718,7,4,12,3,4,16,10,13,8,8,8,2,3.5,21
562,542,Wes Parsons,26,ATL,15.1,17,17,3,1,2,0,0,0,,1,1,18,7,39%,6,.933,7,3,7,3,3,11,9,8,3,8,3,2,2.7,16
563,543,Wes Parsons,26,COL,11.2,6,6,1,0,0,0,0,0,,0,0,1,1,100%,8,.463,0,1,5,0,1,5,1,5,5,0,5,0,5.8,34
564,544,Joel Payamps,25,ARI,4.0,2,2,1,0,0,0,0,0,,0,0,0,0,,8,.131,0,0,2,0,0,2,0,2,1,0,1,0,6.0,33
565,545,Pedro Payano,24,TEX,22.0,6,2,0,1,0,0,0,0,,0,0,0,0,,6,.956,0,1,1,1,0,1,0,2,1,0,1,0,9.0,45
566,546,James Pazos*,28,COL,1.1,3,3,0,0,0,0,0,0,,1,1,2,0,0%,7,.558,0,1,2,1,0,2,2,1,0,3,0,1,1.3,10
567,547,Brad Peacock,31,HOU,88.2,20,5,1,2,0,0,0,0,,0,0,4,1,25%,6,.939,1,1,3,3,0,2,2,3,3,1,3,0,4.8,28
568,548,Felix Pena,29,LAA,96.1,22,15,1,8,1,0,0,0,,1,1,0,0,,2,.754,1,10,4,10,3,2,0,15,14,0,14,0,13.5,72
569,549,Freddy Peralta,23,MIL,78.2,34,26,3,3,1,2,1,1,50%,6,4,10,2,20%,6,.980,5,12,9,8,6,12,6,20,15,6,15,1,5.0,31
570,550,Wandy Peralta*,27,TOT,34.1,40,40,11,1,1,1,0,1,0%,3,2,21,8,38%,,.681,7,7,26,11,4,25,13,27,6,17,11,7,2.6,15
571,Rk,Name,Age,Tm,IP,G,GR,GF,Wgr,Lgr,SVOpp,SV,BSv,SV%,SVSit,Hold,IR,IS,IS%,1stIP,aLI,LevHi,LevMd,LevLo,Ahd,Tie,Bhd,Runr,Empt,>3o,<3o,IPmult,0DR,Out/GR,Pit/GR
572,551,Wandy Peralta*,27,CIN,34.0,39,39,11,1,1,1,0,1,0%,3,2,21,8,38%,8,.689,7,7,25,11,4,24,13,26,6,16,11,7,2.6,15
573,552,Wandy Peralta*,27,SFG,0.1,1,1,0,0,0,0,0,0,,0,0,0,0,,7,.040,0,0,1,0,0,1,0,1,0,1,0,0,1.0,9
574,553,Wily Peralta,30,KCR,40.1,42,42,23,2,4,5,2,3,40%,10,5,15,4,27%,9,1.045,12,6,21,15,6,21,9,33,3,7,4,9,2.9,16
575,554,Jose Peraza,25,CIN,1.1,2,2,2,0,0,0,0,0,,0,0,0,0,,9,.000,0,0,0,0,0,2,0,2,0,1,0,0,2.0,8
