,Rk,Name,Age,Tm,IP,G,GR,GF,Wgr,Lgr,SVOpp,SV,BSv,SV%,SVSit,Hold,IR,IS,IS%,1stIP,aLI,LevHi,LevMd,LevLo,Ahd,Tie,Bhd,Runr,Empt,>3o,<3o,IPmult,0DR,Out/GR,Pit/GR
576,555,Luis Perdomo,26,SDP,63.0,39,38,11,2,3,2,0,2,0%,9,7,28,9,32%,7,.762,9,11,17,17,4,17,15,23,19,3,20,7,4.7,23
577,556,Cionel Perez*,23,HOU,9.0,5,5,3,1,1,0,0,0,,0,0,0,0,,9,.865,2,0,2,1,2,2,0,5,3,1,3,0,5.4,33
578,557,Hernan Perez,28,MIL,3.0,3,3,3,0,0,0,0,0,,0,0,0,0,,8,.001,0,0,0,0,0,3,0,3,0,0,0,0,3.0,14
579,558,Martin Perez*,28,MIN,147.2,28,3,0,1,0,0,0,0,,0,0,0,0,,6,.846,0,1,2,1,0,2,0,3,3,0,3,0,8.3,66
580,559,Oliver Perez*,37,CLE,37.2,59,59,3,2,2,3,0,3,0%,24,20,48,14,29%,8,1.153,20,21,18,37,9,13,33,26,6,40,12,16,1.9,10
581,560,Dillon Peters*,26,LAA,56.2,13,5,1,1,0,0,0,0,,0,0,4,2,50%,7,.712,0,1,4,1,0,4,3,2,3,1,3,1,9.8,52
582,561,Tim Peterson,28,NYM,7.1,6,6,2,0,0,0,0,0,,0,0,8,2,25%,5,.429,1,0,5,0,0,6,4,2,3,2,3,1,3.7,24
583,562,Yusmeiro Petit,34,OAK,74.1,72,72,6,5,3,2,0,2,0%,29,26,57,14,25%,6,1.186,32,18,21,43,10,19,35,37,22,22,28,16,3.1,14
584,563,Jake Petricka,31,MIL,8.0,6,6,6,0,0,0,0,0,,0,0,0,0,,8,.218,0,0,6,1,0,5,0,6,2,0,2,1,4.0,20
585,564,David Phelps,32,TOT,28.0,32,31,2,2,0,5,1,4,20%,10,5,14,3,21%,,1.016,12,6,13,17,3,11,10,21,3,9,5,4,2.6,16
586,565,David Phelps,32,TOR,17.1,17,16,1,0,0,2,0,2,0%,6,4,5,0,0%,7,.956,7,2,7,9,1,6,4,12,2,2,3,3,3.1,18
587,566,David Phelps,32,CHC,10.2,15,15,1,2,0,3,1,2,33%,4,1,9,3,33%,7,1.107,5,4,6,8,2,5,6,9,1,7,2,1,2.1,13
588,567,Evan Phillips,24,BAL,20.1,19,19,1,0,1,0,0,0,,3,3,12,8,67%,6,.729,4,6,9,5,0,14,8,11,4,5,8,2,3.2,23
589,568,Ricardo Pinto,25,TBR,2.1,2,2,1,0,0,0,0,0,,0,0,0,0,,9,.204,0,0,2,2,0,0,0,2,1,0,1,1,3.5,23
590,569,Nick Pivetta,26,PHI,91.1,28,15,6,0,2,1,1,0,100%,2,1,3,1,33%,8,.955,3,4,8,6,4,5,3,12,7,3,7,2,4.5,28
591,570,Kevin Plawecki,28,CLE,2.0,2,2,2,0,0,0,0,0,,0,0,0,0,,9,.000,0,0,0,0,0,2,0,2,0,0,0,0,3.0,10
592,571,Adam Plutko,27,CLE,93.1,17,1,0,0,0,0,0,0,,0,0,0,0,,4,.771,0,0,1,0,0,1,0,1,1,0,1,0,14.0,93
593,572,Colin Poche*,25,TBR,43.1,41,41,7,4,4,6,1,5,17%,22,14,28,8,29%,7,1.380,24,11,6,25,9,7,16,25,16,11,16,13,3.2,18
594,573,Drew Pomeranz*,30,TOT,94.1,37,19,2,0,1,0,0,0,,7,7,14,4,29%,,.995,5,8,6,9,2,8,6,13,6,8,6,3,3.0,17
595,574,Drew Pomeranz*,30,SFG,77.2,21,4,0,0,0,0,0,0,,0,0,3,0,0%,7,.959,0,2,2,0,0,4,1,3,2,0,2,0,4.0,20
596,575,Drew Pomeranz*,30,MIL,16.2,16,15,2,0,1,0,0,0,,7,7,11,4,36%,7,1.187,5,6,4,9,2,4,5,10,4,8,4,3,2.7,16
597,Rk,Name,Age,Tm,IP,G,GR,GF,Wgr,Lgr,SVOpp,SV,BSv,SV%,SVSit,Hold,IR,IS,IS%,1stIP,aLI,LevHi,LevMd,LevLo,Ahd,Tie,Bhd,Runr,Empt,>3o,<3o,IPmult,0DR,Out/GR,Pit/GR
598,576,Daniel Ponce de Leon,27,STL,45.2,12,4,1,1,0,0,0,0,,0,0,1,0,0%,9,.906,0,1,3,1,0,3,1,3,3,0,3,0,8.3,43
599,577,Sean Poppen,25,MIN,8.1,4,4,3,0,0,0,0,0,,0,0,0,0,,8,.313,0,0,3,3,0,1,0,4,3,0,3,0,6.3,34
600,578,Brooks Pounders,28,NYM,7.1,7,7,3,1,0,0,0,0,,0,0,4,1,25%,8,.769,0,4,2,0,0,7,4,3,3,2,3,2,3.1,19
601,579,Bobby Poyner*,26,BOS,6.0,5,5,2,0,0,0,0,0,,1,0,1,1,100%,9,.601,1,2,2,2,1,2,1,4,1,1,1,1,3.6,25
602,580,Ryan Pressly,30,HOU,50.1,51,51,8,2,3,8,3,5,38%,35,27,17,4,24%,8,1.482,28,14,7,42,6,3,8,43,5,5,6,14,3.0,15
603,581,Austin Pruitt,29,TBR,42.2,12,10,4,2,0,0,0,0,,1,0,5,2,40%,7,.818,2,3,5,3,2,5,2,8,9,0,9,0,9.7,48
604,582,A.J. Puk*,24,OAK,5.1,5,5,0,1,0,1,0,1,0%,2,1,2,1,50%,8,.645,1,1,3,4,0,1,1,4,2,2,2,0,3.2,18
605,583,Cal Quantrill,24,SDP,95.0,21,5,0,2,0,0,0,0,,1,1,1,0,0%,10,.922,2,2,1,2,1,2,1,4,3,1,3,0,6.8,37
606,584,Jose Quijada*,23,MIA,26.0,29,29,9,2,3,2,1,1,50%,5,3,9,0,0%,9,.953,9,6,13,7,6,16,5,24,3,13,3,5,2.7,20
607,585,Roman Quinn,26,PHI,3.1,2,2,2,0,1,0,0,0,,0,0,3,0,0%,14,1.639,1,0,0,0,1,1,1,1,2,0,2,0,5.0,32
608,586,Jose Quintana*,30,CHC,157.1,28,1,0,0,0,0,0,0,,1,1,0,0,,4,.952,0,1,0,1,0,0,0,1,1,0,1,0,12.0,81
609,587,Tanner Rainey,26,WSN,38.2,42,42,4,1,3,3,0,3,0%,13,8,8,3,38%,7,.995,14,7,19,28,5,9,5,37,2,10,3,12,2.8,18
610,588,Erasmo Ramirez,29,BOS,3.0,1,1,1,0,0,0,0,0,,0,0,0,0,,6,.075,0,0,1,0,0,1,0,1,1,0,1,0,9.0,41
611,589,JC Ramirez,30,LAA,8.0,5,5,3,0,0,0,0,0,,0,0,1,1,100%,9,.199,0,1,3,1,0,4,1,4,2,0,2,0,4.8,21
612,590,Neil Ramirez,30,TOT,25.0,22,21,3,0,1,0,0,0,,2,2,16,6,38%,,.511,4,4,11,3,3,15,8,13,8,3,9,1,3.4,22
613,591,Neil Ramirez,30,CLE,16.2,16,16,3,0,1,0,0,0,,2,2,9,2,22%,8,.526,2,4,8,3,3,10,5,11,4,3,5,1,3.1,20
614,592,Neil Ramirez,30,TOR,8.1,6,5,0,0,0,0,0,0,,0,0,7,4,57%,7,.482,2,0,3,0,0,5,3,2,4,0,4,0,4.4,28
615,593,Nick Ramirez*,29,DET,71.1,40,40,7,5,4,1,0,1,0%,1,0,22,10,45%,6,.893,9,15,14,7,9,24,11,29,24,5,24,3,5.4,30
616,594,Noe Ramirez,29,LAA,58.2,44,38,10,4,2,0,0,0,,2,2,14,3,21%,6,.607,4,9,23,10,6,22,11,27,19,5,20,2,4.1,23
617,595,Yefry Ramirez,25,TOT,19.0,7,7,4,0,1,0,0,0,,0,0,5,1,20%,,.339,1,0,5,1,1,5,3,4,4,1,4,0,6.7,47
618,596,Yefry Ramirez,25,BAL,10.1,4,4,2,0,1,0,0,0,,0,0,2,0,0%,12,.548,1,0,3,1,1,2,1,3,2,1,2,0,5.3,42
619,597,Yefry Ramirez,25,PIT,8.2,3,3,2,0,0,0,0,0,,0,0,3,1,33%,9,.096,0,0,2,0,0,3,2,1,2,0,2,0,8.7,53
620,598,Edubray Ramos,26,PHI,14.0,18,18,5,1,0,2,0,2,0%,4,2,8,5,63%,8,.634,4,3,11,6,0,12,5,13,1,10,2,6,2.3,14
621,599,Matt Ramsey,29,LAA,1.0,1,1,1,0,0,0,0,0,,0,0,0,0,,9,.037,0,0,1,1,0,0,0,1,0,0,0,0,3.0,11
622,600,AJ Reed*,26,CHW,1.0,1,1,1,0,0,0,0,0,,0,0,0,0,,9,.000,0,0,0,0,0,1,0,1,0,0,0,0,3.0,12
623,Rk,Name,Age,Tm,IP,G,GR,GF,Wgr,Lgr,SVOpp,SV,BSv,SV%,SVSit,Hold,IR,IS,IS%,1stIP,aLI,LevHi,LevMd,LevLo,Ahd,Tie,Bhd,Runr,Empt,>3o,<3o,IPmult,0DR,Out/GR,Pit/GR
624,601,Cody Reed*,26,CIN,6.1,3,3,1,0,0,0,0,0,,0,0,1,0,0%,7,.218,0,0,3,2,0,1,1,2,3,0,3,0,6.3,29
625,602,Sean Reid-Foley,23,TOR,31.2,9,3,0,0,1,0,0,0,,0,0,2,0,0%,6,.858,0,1,2,1,0,2,1,2,3,0,3,0,7.0,46
626,603,Zac Reininger,26,DET,23.0,21,21,7,0,2,0,0,0,,1,1,13,2,15%,6,.446,3,1,17,3,2,16,8,13,7,8,8,2,3.3,20
627,604,Alex Reyes,24,STL,3.0,4,4,0,0,1,0,0,0,,2,2,0,0,,7,1.800,2,2,0,3,1,0,0,4,0,2,0,0,2.3,18
628,605,Gerardo Reyes,26,SDP,17.0,19,19,5,4,0,1,0,1,0%,3,1,9,5,56%,7,.587,4,3,11,5,2,12,5,14,4,10,5,5,2.7,17
629,606,Mark Reynolds,35,COL,1.0,1,1,1,0,0,0,0,0,,0,0,0,0,,9,.000,0,0,0,0,0,1,0,1,0,0,0,0,3.0,21
630,607,Jacob Rhame,26,NYM,6.1,5,5,3,0,1,0,0,0,,0,0,4,1,25%,9,.954,2,0,3,1,1,3,2,3,3,0,3,1,3.8,24
631,608,Trevor Richards,26,TOT,131.1,28,5,1,1,0,0,0,0,,1,1,2,1,50%,,.916,1,3,1,3,0,2,1,4,2,0,2,0,4.8,27
632,609,Trevor Richards,26,MIA,112.0,23,3,1,0,0,0,0,0,,1,1,0,0,,9,.918,0,2,1,1,0,2,0,3,0,0,0,0,3.0,15
633,610,Trevor Richards,26,TBR,19.1,5,2,0,1,0,0,0,0,,0,0,2,1,50%,3,.903,1,1,0,2,0,0,1,1,2,0,2,0,7.5,46
634,611,Yacksel Rios,26,TOT,7.0,8,8,3,0,0,0,0,0,,0,0,7,3,43%,,.351,0,2,6,0,0,8,4,4,1,2,1,3,2.6,13
635,612,Yacksel Rios,26,PHI,2.2,4,4,3,0,0,0,0,0,,0,0,2,2,100%,8,.171,0,0,4,0,0,4,1,3,0,2,0,1,2.0,17
636,613,Yacksel Rios,26,PIT,4.1,4,4,0,0,0,0,0,0,,0,0,5,1,20%,7,.635,0,2,2,0,0,4,3,1,1,0,1,2,3.3,10
637,614,Daniel Robertson,25,TBR,1.0,1,1,1,0,0,0,0,0,,0,0,0,0,,8,.000,0,0,0,0,0,1,0,1,0,0,0,0,3.0,7
638,615,David Robertson,34,PHI,6.2,7,7,3,0,1,0,0,0,,2,2,0,0,,9,1.405,4,0,3,5,2,0,0,7,1,2,1,1,2.9,19
639,616,Hansel Robles,28,LAA,65.1,64,63,44,5,0,23,20,3,87%,25,2,14,5,36%,9,1.484,27,12,24,39,9,15,9,54,8,8,8,18,3.1,17
640,617,Brady Rodgers,28,HOU,5.0,3,3,2,0,0,0,0,0,,0,0,1,1,100%,9,.064,0,0,3,1,0,2,1,2,2,0,2,1,5.0,38
641,618,Fernando Rodney,42,TOT,39.0,45,45,16,0,5,6,2,4,33%,17,11,7,4,57%,,1.142,15,5,23,26,3,16,4,41,0,11,1,12,2.6,16
642,619,Fernando Rodney,42,OAK,14.1,17,17,8,0,2,1,0,1,0%,1,0,4,3,75%,8,.838,3,0,12,5,2,10,2,15,0,5,0,2,2.5,17
643,620,Fernando Rodney,42,WSN,24.2,28,28,8,0,3,5,2,3,40%,16,11,3,1,33%,8,1.352,12,5,11,21,1,6,2,26,0,6,1,10,2.6,16
644,621,Dereck Rodriguez,27,SFG,92.0,24,9,3,0,0,0,0,0,,0,0,0,0,,8,.756,0,1,8,2,0,7,0,9,5,3,5,1,5.1,31
645,622,Jose Rodriguez,23,LAA,8.2,4,4,2,0,0,0,0,0,,0,0,1,0,0%,9,.203,0,1,3,1,0,3,1,3,3,0,3,0,6.5,31
646,623,Richard Rodriguez,29,PIT,58.0,64,64,11,4,5,5,1,4,20%,18,13,26,9,35%,7,1.084,25,19,17,26,13,25,18,46,5,16,6,12,2.7,16
647,624,Sean Rodriguez,34,PHI,1.1,2,2,2,0,0,0,0,0,,0,0,1,0,0%,8,.000,0,0,0,0,0,2,1,1,0,1,0,0,2.0,6
648,625,Chaz Roe,32,TBR,47.2,63,63,11,1,3,6,1,5,17%,31,24,34,10,29%,7,1.257,27,15,20,38,11,14,23,40,5,36,7,18,2.3,14
649,Rk,Name,Age,Tm,IP,G,GR,GF,Wgr,Lgr,SVOpp,SV,BSv,SV%,SVSit,Hold,IR,IS,IS%,1stIP,aLI,LevHi,LevMd,LevLo,Ahd,Tie,Bhd,Runr,Empt,>3o,<3o,IPmult,0DR,Out/GR,Pit/GR
650,626,Josh Rogers*,24,BAL,14.1,5,5,1,0,1,0,0,0,,0,0,0,0,,3,.297,0,1,3,1,1,3,0,5,4,0,4,0,8.6,53
651,627,Taylor Rogers*,28,MIN,62.1,53,53,31,2,3,31,25,6,81%,41,10,18,6,33%,8,2.126,34,14,5,45,6,2,12,41,16,8,16,16,3.5,18
652,628,Tyler Rogers,28,SFG,8.1,8,8,2,1,0,1,0,1,0%,4,3,4,2,50%,8,1.036,4,1,3,5,1,2,2,6,2,1,3,2,3.1,12
653,629,Jordan Romano,26,TOR,9.0,9,9,2,0,2,0,0,0,,3,3,2,0,0%,7,1.337,3,2,4,4,2,3,1,8,2,2,3,0,3.0,19
654,630,Sal Romano,25,CIN,8.2,5,5,3,0,0,2,2,0,100%,2,0,2,2,100%,7,.068,0,0,5,2,0,3,1,4,2,1,3,0,5.2,32
655,631,Fernando Romero,24,MIN,9.2,9,9,7,0,0,0,0,0,,0,0,0,0,,8,.116,0,0,8,4,0,5,0,9,3,2,3,0,3.2,19
656,632,Austin Romine,30,NYY,1.0,1,1,1,0,0,0,0,0,,0,0,0,0,,8,.000,0,0,0,0,0,1,0,1,0,0,0,0,3.0,21
657,633,Sergio Romo,36,TOT,54.2,57,57,32,2,1,23,20,3,87%,35,12,14,2,14%,,1.602,28,12,16,40,5,12,8,49,5,9,5,19,2.9,16
658,634,Sergio Romo,36,MIA,37.2,38,38,28,2,0,18,17,1,94%,19,1,12,2,17%,9,1.638,19,6,12,22,5,11,6,32,3,4,3,13,3.0,15
659,635,Sergio Romo,36,MIN,17.0,19,19,4,0,1,5,3,2,60%,16,11,2,0,0%,8,1.522,9,6,4,18,0,1,2,17,2,5,2,6,2.7,16
660,636,Hector Rondon,31,HOU,55.0,56,55,5,3,1,3,0,3,0%,19,16,14,2,14%,7,1.115,19,17,19,32,9,14,8,47,5,9,5,9,3.0,16
661,637,Jose Rondon,25,CHW,1.0,1,1,1,0,0,0,0,0,,0,0,0,0,,9,.038,0,0,1,0,0,1,0,1,0,0,0,0,3.0,15
662,638,Adonis Rosa,24,NYY,2.0,1,1,1,0,0,0,0,0,,0,0,0,0,,8,.064,0,0,1,1,0,0,0,1,1,0,1,0,6.0,32
663,639,Randy Rosario*,25,CHC,10.2,13,13,2,1,0,1,0,1,0%,1,0,6,4,67%,8,.302,2,3,8,5,1,7,2,11,3,6,3,1,2.5,13
664,640,Trevor Rosenthal,29,TOT,15.1,22,22,8,0,1,0,0,0,,4,2,4,1,25%,,.785,7,1,12,9,4,9,3,19,0,8,0,3,2.1,18
665,641,Trevor Rosenthal,29,WSN,6.1,12,12,5,0,1,0,0,0,,3,1,4,1,25%,8,.627,4,0,6,7,1,4,3,9,0,6,0,2,1.6,17
666,642,Trevor Rosenthal,29,DET,9.0,10,10,3,0,0,0,0,0,,1,1,0,0,,8,.947,3,1,6,2,3,5,0,10,0,2,0,1,2.7,21
667,643,Joe Ross,26,WSN,54.0,25,18,3,0,2,2,0,2,0%,4,2,6,0,0%,7,.974,7,3,8,6,2,10,3,15,4,7,4,2,3.2,22
668,644,Zac Rosscup*,31,TOT,18.0,28,28,2,2,0,1,0,1,0%,6,5,13,4,31%,,.948,9,5,12,10,6,12,9,19,0,18,3,5,1.9,14
669,645,Zac Rosscup*,31,TOT,15.0,21,21,1,2,0,1,0,1,0%,6,5,10,2,20%,,.989,7,5,8,8,5,8,7,14,0,13,3,4,2.1,16
670,646,Zac Rosscup*,31,SEA,14.0,19,19,1,2,0,1,0,1,0%,6,5,10,2,20%,7,1.094,7,5,6,8,5,6,7,12,0,12,3,4,2.2,15
671,647,Zac Rosscup*,31,TOR,1.0,2,2,0,0,0,0,0,0,,0,0,0,0,,8,.085,0,0,2,0,0,2,0,2,0,1,0,0,1.5,20
672,648,Zac Rosscup*,31,LAD,3.0,7,7,1,0,0,0,0,0,,0,0,3,2,67%,8,.761,2,0,4,2,1,4,2,5,0,5,0,1,1.3,10
673,649,Jose Ruiz,24,CHW,36.1,36,36,14,1,2,0,0,0,,2,1,15,4,27%,6,.550,5,3,27,5,5,26,11,25,11,13,13,4,3.0,18
674,650,Nick Rumbelow,27,SEA,1.1,3,3,1,0,0,1,1,0,100%,1,0,2,1,50%,9,1.526,1,0,2,3,0,0,1,2,0,3,0,1,1.3,13
675,Rk,Name,Age,Tm,IP,G,GR,GF,Wgr,Lgr,SVOpp,SV,BSv,SV%,SVSit,Hold,IR,IS,IS%,1stIP,aLI,LevHi,LevMd,LevLo,Ahd,Tie,Bhd,Runr,Empt,>3o,<3o,IPmult,0DR,Out/GR,Pit/GR
676,651,Chris Rusin*,32,COL,1.0,2,2,0,0,0,0,0,0,,0,0,3,3,100%,8,.374,0,1,0,1,0,1,1,1,0,2,0,0,1.5,13
677,652,Kyle Ryan*,27,CHC,54.0,65,65,12,4,2,2,0,2,0%,18,14,40,15,38%,8,.900,23,16,25,34,9,22,25,40,12,35,18,14,2.5,14
678,653,Casey Sadler,28,TOT,41.2,28,28,16,4,0,2,1,1,50%,3,1,4,4,100%,,.472,3,5,19,16,1,11,2,26,13,3,13,4,4.5,21
679,654,Casey Sadler,28,TBR,19.1,9,9,8,0,0,0,0,0,,0,0,3,3,100%,8,.232,0,2,7,5,0,4,1,8,8,0,8,0,6.4,31
680,655,Casey Sadler,28,LAD,22.1,19,19,8,4,0,2,1,1,50%,3,1,1,1,100%,8,.683,3,3,12,11,1,7,1,18,5,3,5,4,3.5,17
681,656,Connor Sadzeck,27,SEA,23.2,20,20,10,0,1,2,1,1,50%,4,2,6,5,83%,9,.457,3,1,15,7,0,13,4,16,8,4,8,1,3.6,21
682,657,Fernando Salas,34,PHI,2.2,3,3,2,0,0,0,0,0,,0,0,0,0,,9,.311,0,1,2,1,0,2,0,3,0,1,0,0,2.7,20
683,658,Adrian Sampson,27,TEX,118.0,31,16,4,3,1,0,0,0,,0,0,12,7,58%,6,.852,3,5,8,3,4,9,6,10,8,2,9,2,7.4,42
684,659,Pablo Sandoval,32,SFG,1.0,1,1,1,0,0,0,0,0,,0,0,0,0,,8,.003,0,0,0,0,0,1,0,1,0,0,0,0,3.0,10
685,660,Patrick Sandoval*,22,LAA,29.0,7,1,0,0,0,0,0,0,,0,0,0,0,,2,.900,0,0,1,0,0,1,0,1,1,0,1,0,15.0,96
686,661,Dennis Santana,23,LAD,5.0,3,3,1,0,0,0,0,0,,0,0,2,0,0%,7,.675,1,0,2,1,0,2,1,2,2,0,2,0,5.0,35
687,662,Hector Santiago*,31,TOT,24.1,15,13,10,1,0,0,0,0,,0,0,3,3,100%,,.700,1,0,12,1,1,11,2,11,3,4,3,2,3.5,24
688,663,Hector Santiago*,31,NYM,8.0,8,8,6,1,0,0,0,0,,0,0,2,2,100%,9,.977,1,0,7,1,1,6,1,7,1,3,1,1,3.0,22
689,664,Hector Santiago*,31,CHW,16.1,7,5,4,0,0,0,0,0,,0,0,1,1,100%,8,.563,0,0,5,0,0,5,1,4,2,1,2,1,4.2,28
690,665,Josh Sborz,25,LAD,5.0,4,4,3,0,0,0,0,0,,0,0,0,0,,9,.140,0,0,4,2,0,2,0,4,1,0,2,0,3.8,26
691,666,Brian Schlitter,33,OAK,9.2,6,6,3,0,0,0,0,0,,0,0,4,2,50%,12,.169,0,1,4,1,0,5,2,4,3,1,3,0,4.8,25
692,667,John Schreiber,25,DET,4.2,5,5,1,1,0,0,0,0,,0,0,2,0,0%,9,.517,1,0,4,1,1,3,2,3,1,3,2,1,2.8,20
693,668,Jaime Schultz,28,LAD,5.0,4,4,3,0,0,0,0,0,,0,0,0,0,,9,.065,0,0,4,1,0,3,0,4,1,0,1,1,3.8,24
694,669,Robby Scott*,29,ARI,4.2,6,6,0,0,0,0,0,0,,0,0,0,0,,7,.498,1,0,5,2,1,3,0,6,1,5,1,2,2.3,17
695,670,Tanner Scott*,24,BAL,19.1,18,18,3,1,0,1,0,1,0%,1,0,8,2,25%,7,.679,2,5,9,3,1,14,5,13,5,9,6,2,3.2,19
696,671,Tayler Scott,27,TOT,14.1,11,9,4,0,0,0,0,0,,0,0,7,3,43%,,.307,0,0,8,0,0,9,4,5,5,1,5,1,4.3,29
697,672,Tayler Scott,27,SEA,7.2,5,3,1,0,0,0,0,0,,0,0,5,2,40%,4,.451,0,0,3,0,0,3,3,0,3,0,3,0,6.3,32
698,673,Tayler Scott,27,BAL,6.2,6,6,3,0,0,0,0,0,,0,0,2,1,50%,9,.162,0,0,5,0,0,6,1,5,2,1,2,1,3.3,27
699,674,Sam Selman*,28,SFG,5.1,5,5,2,0,0,1,0,1,0%,1,0,2,1,50%,5,.354,1,0,4,1,0,4,2,3,1,0,1,2,3.2,18
700,675,Paul Sewald,29,NYM,15.0,12,12,4,0,1,1,1,0,100%,1,0,4,0,0%,6,.306,1,4,5,3,2,7,3,9,5,3,5,1,3.8,22
701,Rk,Name,Age,Tm,IP,G,GR,GF,Wgr,Lgr,SVOpp,SV,BSv,SV%,SVSit,Hold,IR,IS,IS%,1stIP,aLI,LevHi,LevMd,LevLo,Ahd,Tie,Bhd,Runr,Empt,>3o,<3o,IPmult,0DR,Out/GR,Pit/GR
702,676,Justin Shafer,26,TOR,32.0,27,27,8,1,1,1,1,0,100%,4,3,17,3,18%,7,.823,5,6,15,11,3,13,12,15,13,3,16,2,3.6,21
703,677,Bryan Shaw,31,COL,68.0,64,64,15,2,2,6,0,6,0%,16,9,21,9,43%,7,.982,20,16,27,23,6,35,12,52,14,14,16,17,3.2,17
704,678,Mike Shawaryn,24,BOS,15.1,10,10,3,0,0,0,0,0,,1,1,1,0,0%,8,.633,0,3,7,2,1,7,1,9,7,2,7,1,4.6,35
705,679,Justus Sheffield*,23,SEA,16.1,4,1,0,0,0,0,0,0,,0,0,0,0,,2,1.140,0,1,0,0,1,0,0,1,1,0,1,0,9.0,75
706,680,Chandler Shepherd,26,BAL,7.0,2,2,1,0,0,0,0,0,,0,0,1,0,0%,5,.189,0,0,2,0,0,2,1,1,2,0,2,0,10.5,53
707,681,Jimmie Sherfy,27,ARI,12.1,8,8,3,0,0,2,1,1,50%,2,0,8,0,0%,8,.992,3,2,3,5,2,1,3,5,6,2,6,1,4.6,26
708,682,Chasen Shreve*,28,STL,2.0,3,3,0,1,0,0,0,0,,1,1,1,0,0%,9,1.196,1,1,1,1,1,1,1,2,0,2,1,0,2.0,14
709,683,JB Shuck*,32,PIT,1.0,1,1,1,0,0,0,0,0,,0,0,0,0,,9,.000,0,0,0,0,0,1,0,1,0,0,0,0,3.0,13
710,684,Lucas Sims,25,CIN,34.2,19,16,2,1,0,0,0,0,,3,3,11,4,36%,6,.796,1,7,8,4,1,11,6,10,7,2,7,1,3.8,24
711,685,Tony Sipp*,35,WSN,21.0,36,36,7,1,2,1,0,1,0%,10,9,21,7,33%,7,1.054,11,11,13,13,5,18,15,21,0,26,2,7,1.8,10
712,686,Eric Skoglund*,26,KCR,10.0,3,1,0,0,0,0,0,0,,0,0,0,0,,6,.912,0,0,1,0,0,1,0,1,0,0,0,0,3.0,23
713,687,Aaron Slegers,26,TBR,3.0,1,1,1,0,0,1,1,0,100%,1,0,0,0,,7,.137,0,0,1,1,0,0,0,1,1,0,1,0,9.0,42
714,688,Devin Smeltzer*,23,MIN,40.0,8,4,2,0,0,1,1,0,100%,1,0,0,0,,6,.827,0,2,2,1,1,2,0,4,4,0,4,0,13.0,65
715,689,Burch Smith,29,TOT,15.0,9,9,5,0,1,0,0,0,,0,0,2,1,50%,,.698,1,0,8,2,1,6,1,8,6,1,6,1,5.0,33
716,690,Burch Smith,29,MIL,12.2,7,7,4,0,1,0,0,0,,0,0,0,0,,9,.787,1,0,6,2,1,4,0,7,5,1,5,1,5.4,38
717,691,Burch Smith,29,SFG,2.1,2,2,1,0,0,0,0,0,,0,0,2,1,50%,8,.054,0,0,2,0,0,2,1,1,1,0,1,0,3.5,16
718,692,Joe Smith,35,HOU,19.1,22,22,4,1,0,1,0,1,0%,6,4,10,4,40%,8,.778,6,3,12,15,2,5,6,16,1,5,1,7,2.6,12
719,693,Josh Smith,31,BOS,29.0,16,14,11,0,0,1,1,0,100%,1,0,2,2,100%,9,.511,1,0,11,7,0,7,1,13,6,1,6,3,4.6,28
720,694,Josh Smith*,29,CLE,8.1,8,8,3,0,0,0,0,0,,0,0,2,0,0%,7,.274,0,1,6,1,0,7,1,7,2,3,2,0,3.1,25
721,695,Will Smith*,29,SFG,60.0,58,58,49,5,0,36,32,4,89%,36,0,7,1,14%,9,1.999,40,3,15,45,7,6,4,54,4,2,4,13,3.1,17
722,696,Drew Smyly*,30,TOT,101.2,22,4,1,0,1,1,1,0,100%,1,0,0,0,,,.903,0,2,2,3,0,1,0,4,4,0,4,0,12.0,76
723,697,Drew Smyly*,30,TEX,51.1,13,4,1,0,1,1,1,0,100%,1,0,0,0,,2,.856,0,2,2,3,0,1,0,4,4,0,4,0,12.0,76
